順位,タイトル,巻数,発売日
848,転生幼女はあきらめない 12巻 (マッグガーデンコミックスBeat'sシリーズ),12,2026-09-14
1283,あきらかに年齢を詐称している女子高生VTuber 5 (コミックエッセイ),5,2026-09-14
1395,しなのんちのいくる8,8,2026-09-14
1506,享年82歳の異世界転生！？～ハズレ属性でも、スキルだけで無双します～ 4巻 (マッグガーデンコミックスBeat'sシリーズ),4,2026-09-14
1682,ベアフェイス ～公安を去った男～ 8巻 (ヤングキングコミックス),8,2026-09-14
1947,せふれ(12) (ヤングキングコミックス),12,2026-09-14
2140,異世界転移で女神様から祝福を！ ～いえ、手持ちの異能があるので結構です～ @COMIC 6巻 (マッグガーデンコミックスBeat'sシリーズ),6,2026-09-14
2325,落ちこぼれ[☆1]魔法使いは、今日も無意識にチートを使う８ (アルファポリスCOMICS),8,2026-09-14
2389,江戸の不倫は死の香り (7) (SPコミックス),7,2026-09-14
2826,追放されたギルド職員は、世界最強の召喚士＠ＣＯＭＩＣ 5巻 (マッグガーデンコミックスBeat'sシリーズ),5,2026-09-14
4622,嘘つき陛下が私に執着する理由　６ (MANGAバル コミックス),6,2026-09-14
10287,自分を押し売りしてきた奴隷ちゃんがドラゴンをワンパンしてた　戯画版 2巻 (マッグガーデンコミックスBeat'sシリーズ),2,2026-09-14
10314,悪役令嬢と鬼畜騎士　連載版: 28 (ZERO-SUMコミックス),28,2026-09-14
10727,血契のアナスタシア　３ (MANGAバル コミックス),3,2026-09-14
13146,旅はオールパス　4 (MANGAバル コミックス),4,2026-09-14
13450,怠惰の魔女スピーシィ　３ (MANGAバル コミックス),3,2026-09-14
14029,幽霊殿下とわたしの秘密のおしゃべり3 (ブリーゼコミックス),3,2026-09-14
15327,黒兎伯爵の溺愛求婚　【連載版】: 10 (ZERO-SUMコミックス),10,2026-09-14
16641,鬼役　26 (SPコミックス),26,2026-09-14
16744,彼女のリアルが切り抜けない！　４巻 (トレイルコミックス),4,2026-09-14
16935,捨てられ男爵令嬢は黒騎士様のお気に入り　連載版: 44 (ZERO-SUMコミックス),44,2026-09-14
19261,王子様に溺愛されて困ってます～転生ヒロイン、乙女ゲーム奮闘記～　連載版: 49 (ZERO-SUMコミックス),49,2026-09-14
19989,聖剣とビキニアーマー 2 (MANGAバルCOMICS),2,2026-09-14
24712,策士な上司は溺愛欲を隠さない。(16) (シェノンコミックス),16,2026-09-14
25813,梟と番様　【連載版】: 14 (ZERO-SUMコミックス),14,2026-09-14
26075,公爵様、悪妻の私はもう放っておいてください　【連載版】: 17 (ZERO-SUMコミックス),17,2026-09-14
26085,私、見ての通りの不動産屋なんですが・・・　2 (SPコミックス　ボーダーコミックス),2,2026-09-14
28869,修羅の箱庭　５ (MANGAバル コミックス),5,2026-09-14
29327,七十二候ノ国の後宮薬膳医 ～見習い陶仙女ですが、もふもふ達とお妃様の問題を解決します～２ (ブリーゼコミックス),2,2026-09-14
30558,Mリーグほぼ毎日4コマ (7),7,2026-09-14
30730,落ちこぼれ白魔導士セシルは対象外のはずでした　【連載版】: 33 (ZERO-SUMコミックス),33,2026-09-14
30968,邪魔者のようですが、王子の昼食は私が作るようです　【連載版】: 39 (ZERO-SUMコミックス),39,2026-09-14
31420,ユキヒョウのハルちゃん,,2026-09-14
35879,婚約破棄は自業自得　～裏表がありすぎる妹はボロを出して自滅し、私に幸運が舞い込みました～2 (ブリーゼコミックス),2,2026-09-14
36455,修羅の箱庭　６ (MANGAバル コミックス),6,2026-09-14
36873,【単話】大蛇に嫁いだ娘　第46話 (ビームコミックス),,2026-09-14
38050,刃魂演義 2巻 (マッグガーデンコミックスBeat'sシリーズ),2,2026-09-14
39021,コミック乱ツインズ 2026年10月号 [雑誌],,2026-09-14
39313,鎌倉ものがたり・推理編 ぶんぶく茶釜 (アクションコミックス(COINSアクションオリジナル)),,2026-09-14
39427,遺品かく語りき　３ (芳文社コミックス),3,2026-09-14
43635,策士な上司は溺愛欲を隠さない。～囲って、乱して、とろあまエッチ～(16) (シェノンコミックス+),16,2026-09-14
51240,39歳 トリプルネガティブ乳がんでした,,2026-09-14
54328,結液感戦　３ (MANGAバル コミックス),3,2026-09-14
66364,悪役のご令息のどうにかしたい日常　【連載版】: 69・70 (ZERO-SUMコミックス),70,2026-09-14
69117,ラブホテル恐猥談　７巻 (芳文社コミックス),7,2026-09-14
69614,【単話版】囚われの聖騎士(11) (ジュリアンコミックス),11,2026-09-14
69716,押しかけアサシンちゃんは王都最凶の看板娘２ (アルファポリスCOMICS),2,2026-09-14
91666,悪役令嬢に、助けてくれるヒーローなんていません 25 (インカローズコミックス),25,2026-09-14
97890,外れスキル持ちの天才錬金術師　神獣に気に入られたのでレア素材探しの旅に出かけます１ (アルファポリスCOMICS),1,2026-09-14
103098,お嬢様、懺悔する。　３巻 (トレイルコミックス),3,2026-09-14
166643,かま弁　７巻 (芳文社コミックス),7,2026-09-14
183630,レイチェル・ジーンは踊らない　【連載版】: 17 (ZERO-SUMコミックス),17,2026-09-14
217633,異世界なら、私も無名の有名画家 20 (インカローズコミックス),20,2026-09-14
—,週刊ビッグコミックスピリッツ 2026年42・43合併号【デジタル版限定グラビア増量｢影山優佳」】（2026年9月14日発売号） [雑誌],,2026-09-14
—,ひとりごはん 福福♪カツカレー (ぐる漫),,2026-09-14
