順位,タイトル,巻数,発売日
18,追放されるたびにスキルを手に入れた俺が、100の異世界で2周目無双【電子単行本】　6 (ヤングチャンピオン・コミックス),6,2026-07-27
42,航宙軍士官、冒険者になる10 (電撃コミックスNEXT),,2026-07-27
52,嘆きの亡霊は引退したい ～最弱ハンターによる最強パーティ育成術～ （13） (電撃コミックスNEXT),13,2026-07-27
113,リビルドワールド 16 (電撃コミックスNEXT),16,2026-07-27
187,壁役など不要と追放されたＳ級冒険者、≪奴隷解放≫スキルを駆使して史上最強の国造り: 4【イラスト特典付】 (REXコミックス),1,2026-07-27
370,男子禁制ゲーム世界で俺がやるべき唯一のこと(3)　百合の間に挟まる男として転生してしまいました (電撃コミックスNEXT),3,2026-07-27
385,ぼくは異世界で付与魔法と召喚魔法を天秤にかける 7 (電撃コミックスNEXT),7,2026-07-27
432,悪役貴族として必要なそれ 5 (電撃コミックスNEXT),5,2026-07-27
466,本能寺から始める信長との天下統一８ (電撃コミックスNEXT),3,2026-07-27
527,魔王討伐したあと、目立ちたくないのでギルドマスターになった１２ (電撃コミックスNEXT),,2026-07-27
534,嫌われ魔女と体が入れ替わったけれど、私は今日も元気に暮らしています！【電子単行本】　5 (ヤングチャンピオン・コミックス),5,2026-07-27
598,食料生成スキルを手に入れたので、異世界で商会を立ち上げようと思います: 6【イラスト特典付】 (REXコミックス),1,2026-07-27
645,魔法科高校の劣等生 急転編 1巻 (デジタル版Gファンタジーコミックス),1,2026-07-27
860,彼女にしたい女子一位、の隣で見つけたあまりちゃん 2 (電撃コミックスNEXT),2,2026-07-27
1063,僕と君が夫婦になるまで（3） (電撃コミックスNEXT),3,2026-07-27
1452,五時,,2026-07-27
1486,天才錬金術師は気ままに旅する５　～５００年後の世界で目覚めた世界最高の元宮廷錬金術師、ポーション作りで聖女さま扱いされる～ (電撃コミックスNEXT),,2026-07-27
1624,豚のレバーは加熱しろ　９ (電撃コミックスNEXT),9,2026-07-27
1714,ばっどがーる　６巻 (まんがタイムＫＲコミックス),6,2026-07-27
2243,攻撃力極振りの最強魔術師 ~筋力値9999の大剣士、転生して二度目の人生を歩む~ 9 (9) (ヤングチャンピオンコミックス),9,2026-07-27
2670,剣客商売　55巻 (SPコミックス),55,2026-07-27
