順位,タイトル,巻数,発売日
2,女の園の星　５ (フィールコミックス),5,2026-09-08
37,魔入りました！入間くん　50 (少年チャンピオン・コミックス),50,2026-09-08
72,ドローイング 最強漫画家はお絵描きスキルで異世界無双する！20 (ヴァルキリーコミックス),20,2026-09-08
151,弱虫ペダル 102 (102) (少年チャンピオンコミックス),102,2026-09-08
712,きみは四葉のクローバー 10 (10) (少年チャンピオンコミックス),10,2026-09-08
911,ウィズレイン王国物語　～竜が花嫁～ 3 (ガルドコミックス),3,2026-09-08
1003,女の園の星　５　特装版 (フィールコミックス),,2026-09-08
1648,暁の魔女レイシーは自由に生きたい 4　～魔王討伐を終えたので、のんびりお店を開きます～ (ガルドコミックス),4,2026-09-08
1649,魔入りました!入間くん【特装版】 50 (50) (少年チャンピオンコミックス),50,2026-09-08
1908,かわいい後輩に言わされたい 10 (10) (少年チャンピオンコミックス),10,2026-09-08
2558,バキのわ! ~バキを語る女子高校生たち~ 1 (1) (少年チャンピオンコミックス),1,2026-09-08
2580,チェリー勇者と“せい”なる剣 9 (9) (少年チャンピオンコミックス),9,2026-09-08
3006,うちの弟子がいつのまにか人類最強になっていて、なんの才能もない師匠の俺が、それを超える宇宙最強に誤認定されている件について 5 (5) (少年チャンピオンコミックス),5,2026-09-08
3969,仕事人間な伯爵令嬢は氷の宰相様の愛を見誤っている 4 (ガルドコミックス),4,2026-09-08
4744,聖闘士星矢 Final Edition 16 (16) (少年チャンピオンコミックス),16,2026-09-08
4883,弱小国家の英雄王子 4　～最強の魔術師だけど、さっさと国出て自由に生きてぇぇ！～ (ガルドコミックス),4,2026-09-08
5056,魔入りました!入間くん公式アンソロジー 放課後の!入間くん 2 (2) (少年チャンピオンコミックス),2,2026-09-08
5071,気絶勇者と暗殺姫 16 (16) (少年チャンピオンコミックス),16,2026-09-08
7270,HP5ですけど自動治癒（オートヒール）があれば死にません！　3 (少年チャンピオン・コミックス),3,2026-09-08
9277,カラフルアンチノミー４ (フィールコミックス),4,2026-09-08
9278,忠誠心がないと言われたので婚約を解消してあげました。4 (ブシロードコミックス),4,2026-09-08
10904,幼馴染たちが人気アイドルになった ～甘々な彼女たちは俺に貢いでくれている～ 1 (ブシロードコミックス),1,2026-09-08
16488,半蔵と十三人の女忍たち 3 (3) (少年チャンピオンコミックス),3,2026-09-08
16627,ぷにぺたじっとり汗みずく (TENMA COMICS LO),,2026-09-08
17608,スター・ウォーズ マンダロリアン グラフィックノベル シーズン1: 「掟」を破り、その手を握った。賞金稼ぎと孤児の、銀河を巡る逃亡劇!,,2026-09-08
19286,再見の夜明けまで１ (フィールコミックス),1,2026-09-08
19488,ふたり街あるき 02 (BRIDGE COMICS),2,2026-09-08
21557,鬱展開大好き主人公VS優しい世界 1　転生先が平和すぎるので、至高の絶望を求めて旅に出ます (ガルドコミックス),,2026-09-08
30618,マンガで世界一わかりやすい英語の発音の授業,,2026-09-08
32115,ダストランド(話売り)　#16 (ヤングチャンピオン・コミックス),16,2026-09-08
34739,息できないのは君のせい 後日談【単話版】(1) (ビボピーコミックス),1,2026-09-08
36579,自称・保護者の騎士様が後方腕組み彼氏面で私(聖女)のお見合いを邪魔してきます!2 (オパールCOMICS kiss),2,2026-09-08
48879,私は悪役令嬢らしいので、ラスボスを愛でる係になることにしました 1 (ブシロードコミックス),1,2026-09-08
48899,友死日～大谷吉継と石田三成、血契りの果て～　2 (少年チャンピオン・コミックス),2,2026-09-08
56194,プチコミック【デジタル限定 コミックス試し読み特典付き】 2026年10月号（2026年9月8日発売） [雑誌],,2026-09-08
77617,飼育員セシルの日誌 2　～ひとりぼっちの女の子が新天地で愛を知るまで～ 飼育員セシルの日誌　～ひとりぼっちの女の子が新天地で愛を知るまで～ (ガルドコミックス),2,2026-09-08
97366,京都くれなゐ荘奇譚 2 (ブシロードコミックス),2,2026-09-08
154298,私は悪役令嬢らしいので、ラスボスを愛でる係になることにしました 1 (ブシロードコミックス),1,2026-09-08
186910,探索者イリアスは人見知り 最強ぼっち少年は、最恐の仮面で今日もひとりを貫きたい 1 (ブシロードコミックス),1,2026-09-08
—,バキ外伝 烈海王は異世界転生しても一向にかまわんッッ　17,17,2026-09-08
—,魔入りました!入間くん 僕同盟のゲーム道 1 (1) (少年チャンピオンコミックス),,2026-09-08
—,水の定規　夕暮宇宙船短編集 (SHURO),,2026-09-08
—,ノラのいのち 1 (SHURO),1,2026-09-08
—,姉プチデジタル【電子版特典付き】 2026年10月号（2026年9月8日発売） [雑誌] (プチコミック),,2026-09-08
