順位,タイトル,巻数,発売日
12472,秘匿夫婦～クピドの悪戯～ 16 (漫画ゴラク),16,2026-08-28
12598,その恋、自販機で買えますか？ ④ 特装版 (Charles Comics),,2026-08-28
12758,ブラックチャンネル (15) (コロコロコミックス),15,2026-08-28
13206,死に戻りの伯爵夫人は自由に生きることにした ～もしかして夫に溺愛されてました？～ ２ (Ride Comics),2,2026-08-28
13216,ゲーマーが妖怪退治やってみた! (8) (コロコロコミックス),8,2026-08-28
13301,社内探偵(73) (コミックなにとぞ),73,2026-08-28
13364,奏のララ（１０） (サイコミ×裏少年サンデーコミックス),10,2026-08-28
13418,明日政略結婚する令嬢が幼なじみと過ごす最後の一夜アンソロジー (LOVEBITESコミックス),,2026-08-28
13654,【分冊版】誰かこの状況を説明してください！ ～契約から始まるウェディング～ 第83話(アリアンローズコミックス),,2026-08-28
14124,寺生まれ猫のタマさん( 2) (ニチブンコミックス),2,2026-08-28
14495,ならば、悪女になりましょう～亡き者にした令嬢からやり返される気分はいかがですか？～　２(ベリーズファンタジーコミックス),2,2026-08-28
14516,ソニックと勇気のつるぎ (2) (コロコロコミックススペシャル),2,2026-08-28
15689,お気の毒ですが、冒険の書は魔王のモノになりました。 17 (コミックヘヴン),17,2026-08-28
16844,週刊漫画ＴＩＭＥＳ　２０２６年９／１１号 [雑誌] (週刊漫画TIMES),,2026-08-28
16943,デリヘル、呼んでみた。#45不気味な触手に…！？ (フォーチュンコミックアダルト),,2026-08-28
17156,新卒の美和ちゃん～社内探偵外伝～(15) (コミックなにとぞ),15,2026-08-28
17301,婚約破棄してさしあげますわ ～ドロボウ令嬢とお幸せに～【単話版】第19話 (コミックブリーゼ),,2026-08-28
17682,変態侯爵の理想の奥様　仮面の夜　単話版4 (Sonyaコミックス),4,2026-08-28
18455,冴えないおっさん、実は最強 1 (ライドコミックス),1,2026-08-28
18966,モンスター烈伝 オレカバトル2 (3) (コロコロコミックス),3,2026-08-28
19797,かつては悪役令嬢でしたが今では立派なオジサンです(1) (KCx),1,2026-08-28
19807,しあわせ食堂の異世界ご飯　１１(ベリーズファンタジーコミックス),11,2026-08-28
20226,漫画ゴラク 2026年 9/11 号 [雑誌] (週刊漫画ゴラク),,2026-08-28
20397,コミュ障なのでソロ僧侶を選んだら…やたらパーティーに誘われる件(4) (AnimageComics),4,2026-08-28
20797,どうも、噂の悪女でございます～聖女の力は差し上げるので、私はお暇頂戴します～　１(ベリーズファンタジーコミックス),1,2026-08-28
21251,偽りの王女は、竜人の国の宰相に溺愛される　2巻 (ZERO-SUMコミックス),2,2026-08-28
21255,ごくまま～極道だったオレがママになった話～（５） (サイコミ×裏少年サンデーコミックス),5,2026-08-28
21671,"調教師は魔物に囲まれて生きていきます。～勇者パーティーに置いていかれたけど、伝説の魔物と出会い最強になってた～ ９(グラストCOMICS, グラストコミックス)",9,2026-08-28
22400,辺境騎士団のお料理係！～捨てられ幼女ですが、過保護な家族に拾われて美味しいごはんを作ります～　２(ベリーズファンタジーコミックス),2,2026-08-28
23281,ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある コミック版（分冊版） 【第32話】 (BKコミックス),,2026-08-28
23292,それでも書きたい有馬くん 2 (ヤングアニマルコミックス),2,2026-08-28
23966,でんぢゃらすじーさん めちゃかわいいじーさん編 (てんとう虫コミックス),,2026-08-28
24156,デュエル・マスターズ愛蔵版 (4) (コロコロコミックススペシャル),4,2026-08-28
24364,婚約破棄は本望です！聖女の力が開花したので私は自由に暮らします～本物の聖女は義姉ではなく私でした～　３(ベリーズファンタジーコミックス),3,2026-08-28
24568,人気配信者たちのマネージャーになったら、全員元カノだった THE COMIC ２ (Ride Comics),2,2026-08-28
26052,デュエル・マスターズRX (1) (コロコロコミックス),1,2026-08-28
26427,恐怖新聞オリジナル完全版 Vol.2 (アケボノコミックス),2,2026-08-28
29777,【分冊版】転生しまして、現在は侍女でございます。 第77話(アリアンローズコミックス),,2026-08-28
30841,聖獣に育てられた少年の異世界ゆるり放浪記～神様からもらったチート魔法で、仲間たちとスローライフを満喫中～4巻 (グラストCOMICS),4,2026-08-28
30873,魔法が使えないモブキャラに転生したけど、俺だけ使える【最強剣技】で成り上がる～推しの悪役令嬢の兄となった男は破滅フラグを叩き斬り、ゲーム世界で無双する～4巻 (グラストCOMICS),4,2026-08-28
31475,Q.傲慢で非道な悪役貴族に、正義のヒーローに憧れる少年が転生したら？ 　A.口は悪いが人を救うダークヒーローが誕生する2巻 (グラストCOMICS),2,2026-08-28
32270,凛と花朔く魔女の恋　3巻 (ZERO-SUMコミックス),3,2026-08-28
32954,３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～ 25話 (コミックダイス),2,2026-08-28
34163,この結婚に異議あり～搾取された無能令嬢の華麗なる大逆転～　１(ベリーズファンタジーコミックス),1,2026-08-28
35884,初めましてを忘れまして5 (シャルルコミックス),5,2026-08-28
37652,うちのメイドがクラスの好きな子に似ている 1 (MFコミックス),1,2026-08-28
39550,【話販売】宇宙兄弟　《＃４２７》　なんの告白（２） (モーニングコミックス),2,2026-08-28
40930,ホメちょろ無双～こじらせ最強女達をホメただけで最強PTに～（３） (サイコミ×裏少年サンデーコミックス),3,2026-08-28
43378,リア小姓（４） (サイコミ×裏少年サンデーコミックス),4,2026-08-28
44552,繰り巫女あやかし夜噺　【連載版】: 17 (ZERO-SUMコミックス),17,2026-08-28
44907,没落令嬢、貧乏騎士のメイドになります コミック版（分冊版） 【第40話】 (BKコミックスf),,2026-08-28
45047,ニーハオ！ 猫猫留学生（３） (ビッグコミックス),3,2026-08-28
45146,"転移したら奴隷の父になったけど、家族として愛でることにした～実は勇者と魔王と聖女だった子供たちの力がとんでもスキルで使えたので最強です～ ３(グラストCOMICS, グラストコミックス)",3,2026-08-28
45781,"魔力０でも魔術狂いだったので、第二の人生では無双する～俺だけ知っている魔術知識で極大魔法をぶっ放す～　３(グラストCOMICS, グラストコミックス)",3,2026-08-28
47956,お金が大好きな平民の私は卑屈貴族と契約結婚して愛し愛されます コミック版 （分冊版） 【第33話】 (BKコミックスf),,2026-08-28
48083,異世界迷宮のオーパーツ 2 (MFコミックス),2,2026-08-28
48297,甘くて熱くて息もできない 第24話 毎分毎秒、好きになってく (ダリアコミックスe),,2026-08-28
50084,竜騎士のお気に入り　連載版: 70 (ZERO-SUMコミックス),70,2026-08-28
50702,癒し手は断罪された悪役令嬢（合本版）　5巻 (ebookjapanコミックス),5,2026-08-28
50923,お言葉に甘えて、好きにさせていただきます～死に戻り聖女は今世こそ幸せになりたい～　２(ベリーズファンタジーコミックス),2,2026-08-28
52273,英霊たちから修行を受け続けた最後の英雄は、やがて最強へと成り上がる THE COMIC 1【電子限定おまけ付き】 (ライドコミックス),1,2026-08-28
52359,お前呼ばわりで婚約破棄？隣国で自由を謳歌するのでどうぞお構いなく！～追放令嬢、実は最強精霊師でした～　３(ベリーズファンタジーコミックス),3,2026-08-28
54647,センセイ、魔王を殺して（６） (サイコミ×裏少年サンデーコミックス),6,2026-08-28
56764,婚約破棄ですか？はい喜んで。だって僕は姉の代わりですから！ 1 (ライドコミックス),1,2026-08-28
59891,【分冊版】リーフェの祝福 ～無属性魔法しか使えない落ちこぼれとしてほっといてください～ 第22話(アリアンローズコミックス),,2026-08-28
61364,やっぱり好きです、高田さん4 (シャルルコミックス),4,2026-08-28
63887,悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。 The Savior's Pride　【連載版】: 15 (ZERO-SUMコミックス),15,2026-08-28
64133,十歳の最強魔導師　第１７話　前編 (ヒーローコミックス),,2026-08-28
69444,男をやめてみた～癌になったので女装して恋をすることにしました～79 (エンペラーズコミックス),79,2026-08-28
69457,飛んでけ聖剣（４） (サイコミ×裏少年サンデーコミックス),4,2026-08-28
70526,巻き戻り公爵令嬢ですが魔王チートで最強勇者になりました！？３ (アルファノルンCOMICS),3,2026-08-28
71729,死刑が確定した転生令嬢は、冷徹長官の妻になって三度目の人生を謳歌します！ コミック版（分冊版） 【第27話】 (BKコミックスf),,2026-08-28
77723,お前の夢中に俺も入れてよ4 (シャルルコミックス),4,2026-08-28
78262,二人の未来は計画的に1 (シャルルコミックス),1,2026-08-28
79413,青春プロタゴニスト 僕たちは恋愛過剰 6 青春プロタゴニスト　僕たちは恋愛過剰 (コミックヘヴン),,2026-08-28
84752,ピンクにきゅんしていいですか【-全部××××したいです…-】 【単話】ピンクにきゅんしていいですか (フルールコミックス),,2026-08-28
90514,万能魔法の事務スキル～社畜事務が転生したら皇太子妃（仮）に選ばれました。(15) (コミックゲンま！),15,2026-08-28
91256,【分冊版】転生王女は今日も旗を叩き折る 第87話(アリアンローズコミックス),,2026-08-28
94393,【分冊版】明日、結婚式なんですけど！？～婚約者に浮気されたので過去に戻って人生やりなおします～ 第13話(アリアンローズコミックス),,2026-08-28
100950,モラハラサレ妻のシタ復讐（分冊版） 【第36話】 (マンガよもんが),,2026-08-28
121264,国王陛下、あなたを教育いたします (3) (weavinコミックス),3,2026-08-28
126838,甘く柔らかな檻　冷徹な龍は贄の花嫁を前世から愛しすぎている【分冊版】10話 (ルネッタコミックス),,2026-08-28
130767,前略母上様 わたくしこのたび異世界転生いたしまして、悪役令嬢になりました コミック版（分冊版） 【第17話】 (BKコミックスf),1,2026-08-28
136150,五龍国物語　単話版15 (Sonyaコミックス),15,2026-08-28
171065,まるごとぜんぶに恋してよ【分冊版】 第4話 (ダリアコミックスe),,2026-08-28
175039,素直になれない雪乙女は眠れる竜騎士に甘くとかされる コミック版（分冊版） 【第11話】 (BKコミックスf),,2026-08-28
182691,まるごとぜんぶに恋してよ【分冊版】 第5話 (ダリアコミックスe),,2026-08-28
280328,役目を果たした日陰の勇者は、辺境で自由に生きていきます【分冊版】18巻 (グラストCOMICS),18,2026-08-28
—,転生大聖女の異世界のんびり紀行（１２） (異世界ヒロインファンタジー),12,2026-08-28
—,契約婚した相手が鬼宰相でしたが、この度宰相室専任補佐官に任命された地味文官（変装中）は私です。（４） (異世界ヒロインファンタジー),4,2026-08-28
—,１０年間身体を乗っ取られ悪女になっていた私に、二度と顔を見せるなと婚約破棄してきた騎士様が今日も縋ってくる（８） (異世界ヒロインファンタジー),8,2026-08-28
—,妹はシスコン兄がめんどくさい: 6【電子限定描き下ろし付き】 (comic POOL),3,2026-08-28
—,窓際編集とバカにされた俺が、双子JKと同居することになった 3 (アライブ＋),3,2026-08-28
—,【Amazon.co.jp限定】うつりみち（特典：ステッカー1枚［全3種のうちランダム1種］付）,,2026-08-28
—,婚約破棄された無表情令嬢が幸せになるまで～勤務先の天然たらし騎士団長様がとろっとろに甘やかして溺愛してくるのですが！？～（３） (異世界ヒロインファンタジー),3,2026-08-28
—,団長様の甘い誘惑（３） (異世界ヒロインファンタジー),3,2026-08-28
—,婚約者に忘れられた私、隣国の皇太子殿下と偽装婚約することになりました（※ただし、殿下の本命は私みたいです！？）（５） (異世界ヒロインファンタジー),5,2026-08-28
—,ビッグコミックスペリオール 2026年18号（2026年8月28日発売） [雑誌],,2026-08-28
—,夜逃げ聖女の二度目の結婚（２） (異世界ヒロインファンタジー),2,2026-08-28
—,婚約者は義妹の方が大切なので、ふたりが結婚できるようにしてあげようと思います。（２） (異世界ヒロインファンタジー),2,2026-08-28
—,妻の隠し子～白い結婚をした私と妻と愛娘（時々、ぬいぐるみ）～（２）　【電子限定描きおろしカラーペーパー付き】 (異世界ヒロインファンタジー),2,2026-08-28
—,婚約破棄された飯炊き令嬢の私は冷酷公爵と専属契約しました　～ですが胃袋を掴んだ結果、冷たかった公爵様がどんどん優しくなっています～（４） (異世界ヒロインファンタジー),4,2026-08-28
—,婚約破棄された聖女はのんびり働きたい～突然皆様に求婚されてもお断りです！～（２） (異世界ヒロインファンタジー),2,2026-08-28
—,吸血鬼のお弁当になりたい　２ (アライブ＋),2,2026-08-28
—,運命の呪われ王子と、魔法学校で再び恋に落ちる（３） (異世界ヒロインファンタジー),3,2026-08-28
—,天才派遣所の秀才異端児～天才の能力を全て取り込む、秀才の成り上がり～(3)【電子限定特典ペーパー付き】 (RCユニコーン),3,2026-08-28
—,姉の代わりの急造婚約者ですが、辺境の領地で幸せになります！　～私が王子妃でいいんですか？～（３） (異世界ヒロインファンタジー),3,2026-08-28
—,僕の職業適性には人権がなかったらしい【分冊版】1巻 (グラストCOMICS),1,2026-08-28
